DOEID,time,HDD65,CDD65
105541,Jan,328,82
110823,Dec,643,65
110199,Jul,883,0
103840,Jun,333,76
1086198,Aug,470,75
108279,Mar,305,132
104661,May,184,151
1035715,Mar,294,123
1035196,Nov,411,126
117587,May,541,74
105646,Oct,406,95
107860,May,607,37
109234,Nov,41,326
102801,Oct,632,7
1165443,Jan,88,72
105584,Apr,443,70
109080,Nov,169,151
117136,Feb,528,52
117713,Jan,462,85
103614,May,574,72
1007215,Mar,482,70
103597,Sep,618,3
104044,Nov,345,111
105561,Oct,257,221
101480,Mar,311,121
117775,Jun,95,331
1050021,Feb,482,62
1097395,Jul,653,31
102028,Feb,152,240
106424,Apr,291,181
107179,Jun,445,75
103645,Aug,289,127
113133,Sep,764,25
117151,Nov,341,154
1184290,Apr,357,85
1140313,Aug,317,134
102943,Jul,526,66
118383,Oct,314,115
107637,Dec,260,170
106468,Jul,182,182
105377,Sep,47,344
117734,Jul,348,106
105758,Aug,419,66
117234,Dec,89,279
116444,Oct,181,237
1175803,May,498,29
110726,Jun,290,109
114216,Mar,114,282
117659,Mar,7,408
116925,Sep,514,61
1067788,Aug,118,202
1035715,Apr,331,112
105429,Mar,387,109
106140,Nov,329,113
107824,Jan,347,124
110271,Jan,575,55
108483,Sep,261,200
114224,Oct,309,120
113471,Oct,267,117
111206,Sep,590,70
115349,Aug,621,67
104703,Oct,162,180
111647,Feb,892,0
1080969,Dec,464,71
101550,Mar,489,61
100032,Mar,478,74
113934,Jun,9,385
107280,Jul,0,276
114962,Dec,484,76
114100,Feb,93,262
105899,Mar,309,126
100480,Oct,233,210
113219,Jan,393,108
109823,Sep,133,149
100149,Dec,355,102
113274,Feb,354,92
108069,Mar,481,93
114717,Apr,504,65
113061,Aug,478,90
110904,Aug,685,42
1110315,Apr,51,445
109347,Oct,458,47
114131,Dec,135,202
112527,Jul,387,33
114421,Sep,230,127
109810,Jun,415,93
1183191,Jan,474,77
1079732,Nov,531,40
118154,Apr,329,139
105784,Feb,321,126
110732,Nov,382,100
111651,Sep,276,180
106564,Jun,253,151
100135,Apr,462,89
105574,Feb,249,161
101858,Jun,496,70
105494,Aug,95,283
100093,Mar,601,40
103008,Jun,494,76
113873,Nov,453,76
115584,Mar,343,100
113562,Aug,148,248
1152312,Mar,247,120
111252,Jan,380,117
104687,May,295,105
1010450,Dec,491,45
112204,Aug,506,106
1141660,Feb,457,97
1099175,Jan,393,35
1104069,May,385,87
1168957,Mar,579,82
1148970,Aug,477,70
1107104,Jun,453,62
107378,Apr,73,229
111797,Feb,523,67
114466,Aug,174,175
106078,Oct,312,118
102349,Aug,683,56
1035928,Nov,440,99
113941,Oct,248,134
112871,Jan,148,45
1157714,Aug,261,156
101006,Jun,567,65
116777,Jul,591,60
106915,Mar,675,52
117497,Sep,322,156
101739,May,567,57
118154,Dec,281,146
101685,Nov,148,205
1187067,Apr,113,181
116852,Oct,97,395
108585,Jul,346,155
115906,Mar,338,101
1188294,Sep,484,64
112437,Aug,567,59
112408,Sep,322,90
111612,Jul,514,66
1187872,Aug,59,309
105951,Feb,63,414
106039,Apr,372,96
1094428,Feb,96,278
109560,Jul,292,134
111314,Mar,183,195
100344,Oct,157,238
118431,Jun,72,177
118467,Feb,563,52
1180340,Jul,14,382
111793,Nov,163,180
118104,Sep,1170,0
108747,Apr,416,71
100169,Jun,292,138
102193,Apr,139,187
116615,Oct,404,111
111703,Dec,636,48
1100272,Sep,200,147
1127429,Aug,10,419
101037,Mar,438,77
107732,Jul,522,63
108588,Feb,494,74
117673,Apr,43,312
107158,Nov,686,47
1178257,Jun,67,284
1180510,Dec,60,279
110792,Nov,22,321
108482,Mar,69,271
101320,Aug,447,74
1009882,Jul,319,120
108835,Aug,459,58
106769,Nov,224,123
107802,Jan,382,1
110482,Aug,250,138
117763,Mar,107,260
1065358,Mar,443,129
104701,Jul,450,92
102613,Feb,357,109
117435,Oct,390,153
112122,May,494,81
101977,Mar,169,214
1194522,Jun,88,311
107050,Jun,0,215
113288,Sep,768,41
109336,Jun,0,415
117938,Aug,506,81
116609,Jan,385,101
103132,Nov,381,74
116828,May,381,113
117213,Jan,25,374
110033,Jan,95,123
104170,Jul,514,70
1171998,Sep,498,53
110097,May,535,67
116557,Sep,266,125
101244,Feb,247,180
113243,Jan,433,80
107281,Nov,378,105
102549,Apr,380,87
116739,Jun,92,245
106845,Sep,43,357
102890,May,440,112
101434,Dec,140,246
118138,Nov,172,58
1117918,Dec,564,25
111782,Apr,36,351
100216,Feb,93,118
1080412,May,358,118
1081376,Jul,212,152
110554,Apr,255,130
106856,Mar,6,408
107102,Jul,536,63
116447,Dec,536,53
104231,Aug,288,151
110124,Oct,557,59
106666,Jan,333,123
105718,May,353,99
104516,Feb,399,87
113888,Mar,397,32
100854,May,128,222
114857,Oct,395,25
104246,Jan,575,60
111279,Sep,318,123
103777,Mar,328,125
109908,Aug,70,299
112787,Aug,300,140
113503,Aug,306,115
100669,Aug,564,50
103989,Jun,281,101
103276,Nov,200,204
108491,May,502,73
111059,Jun,453,110
109666,Oct,426,90
113744,Mar,141,135
100896,Apr,31,367
113051,Aug,551,58
106471,Jan,260,144
114000,May,620,82
106871,Nov,100,310
105707,May,193,161
108075,Jan,668,22
102319,Nov,780,48
103188,May,378,104
102977,Dec,107,244
113651,Mar,162,78
117581,Dec,404,82
105784,Mar,330,124
102515,Sep,140,375
108375,Dec,198,150
104148,Jan,98,245
1190839,Oct,321,97
111148,Jul,388,89
112625,Nov,388,13
101811,May,590,67
100445,May,522,62
1142255,Mar,153,204
112740,Jun,547,82
1068078,Dec,374,93
101693,Dec,456,86
1153826,Sep,397,63
117575,Oct,6,429
100006,Jul,79,328
106639,Jul,407,113
111873,Mar,114,226
114756,Feb,156,291
106653,Apr,354,71
116552,Nov,441,106
1158234,Feb,214,145
103342,Mar,634,33
112674,May,744,36
1128979,Jan,579,46
1064252,Nov,934,0
116881,Nov,190,222
111723,Jun,904,0
111421,Mar,77,152
1007238,Jan,411,92
111665,Jan,159,69
1182549,Oct,360,74
102428,Oct,667,13
111172,May,226,117
107177,Mar,986,0
109009,Nov,59,277
108910,Aug,225,111
109472,May,378,121
108647,May,362,92
114474,Mar,456,64
112031,Nov,109,165
1040867,Nov,475,73
115052,Sep,71,395
1084311,Feb,470,76
103409,Dec,485,85
105640,Apr,214,52
1102208,Apr,617,77
114333,Jun,378,97
116944,Jun,455,75
118130,May,294,118
107265,Apr,397,105
117045,Apr,536,74
117188,Jul,574,68
116527,Nov,614,30
1158973,Sep,285,126
101089,Feb,342,101
102675,Apr,100,370
1131571,Jan,346,34
114464,Jan,542,56
100256,Jun,190,264
115377,Nov,426,72
1000206,Apr,162,62
113997,Oct,511,74
110064,Jul,560,38
117426,Dec,416,101
110701,Sep,194,206
106560,Jun,587,66
102374,Sep,15,396
111624,Apr,297,69
111081,Apr,113,200
102735,Feb,388,120
1029702,Apr,135,205
108174,Aug,266,140
114548,Dec,714,66
107860,Apr,619,42
116089,Apr,385,146
105319,Apr,220,135
108272,Feb,119,294
1105865,Sep,173,180
1167223,Apr,546,59
105598,Nov,385,79
116596,May,598,70
1124266,Jan,180,172
1187999,Oct,480,62
116362,Jun,344,107
1027294,Aug,594,54
105760,Feb,591,83
115010,Jul,35,375
109919,Oct,497,97
114119,Dec,285,120
102558,Dec,360,125
107250,Apr,481,69
117346,Mar,118,76
113267,Jan,197,129
105104,Dec,362,35
112049,Jan,76,442
114086,Jun,42,443
114145,Jan,275,146
112239,Jan,166,212
110373,Jul,483,63
100980,Oct,198,212
106292,Nov,736,33
104158,Mar,507,56
111102,Jul,396,90
117707,Oct,107,197
117363,Oct,590,20
109654,Jan,554,47
113227,Mar,90,380
103973,Jan,231,163
111338,Jan,252,174
117193,May,74,316
107145,Jun,650,71
114754,Jan,386,83
114431,Aug,679,29
110618,Aug,470,80
103250,Mar,543,60
102594,Feb,341,112
109988,Jan,294,133
100964,Nov,353,23
117182,Jul,443,101
112819,Jan,172,287
108377,Aug,28,367
1139588,Feb,189,180
116332,Sep,537,49
106894,Apr,225,146
116891,Jul,452,62
110130,Mar,498,71
1186195,Dec,490,53
115060,Sep,560,81
110506,Jun,471,87
101169,Aug,544,30
117374,Jun,312,117
114860,Mar,293,117
102378,Aug,295,108
107774,Apr,424,51
112793,Jun,639,35
106934,Sep,394,54
107272,Oct,361,91
104123,Aug,219,165
104090,Aug,467,55
104176,Nov,270,140
104898,Dec,437,94
109622,Dec,266,123
104679,Aug,607,61
116443,Mar,356,117
105898,Jan,153,217
104777,Aug,11,385
1017919,Jul,160,191
111847,Mar,377,75
111287,Apr,189,160
109737,Oct,648,27
101861,Aug,521,72
101726,Dec,557,34
117951,Sep,478,64
1079312,Jun,793,32
107223,Sep,349,93
102809,Apr,80,225
106735,Sep,393,89
101356,Dec,102,93
109660,Jan,170,206
108514,Jul,198,177
109716,May,59,110
110442,Feb,412,51
108969,Mar,512,46
109005,Feb,288,87
103177,Jun,264,164
1169671,Jan,281,179
107151,Mar,550,26
115249,May,506,59
1116334,Nov,250,156
102741,May,366,101
117043,Oct,320,121
109197,May,435,77
117493,May,212,184
112102,Jul,107,247
115747,May,456,68
114913,Jan,141,312
117500,Jan,77,124
109266,Apr,562,38
115451,Aug,93,296
113095,Dec,343,133
104331,Jan,22,345
113551,Feb,312,124
1097654,Feb,339,109
108373,Apr,390,82
102021,Feb,590,68
110223,Apr,285,146
102081,Jan,350,113
101084,Jul,90,263
102235,Feb,488,72
112269,Dec,193,157
114352,Aug,163,206
112647,Jun,158,219
111401,May,452,70
1056043,Dec,11,410
114001,Oct,308,115
106659,Dec,9,420
101793,Aug,444,69
103197,Feb,563,59
106311,Jan,680,39
105723,Feb,0,400
117855,May,353,102
108358,Dec,72,280
110168,Dec,100,242
100013,Jun,104,228
111009,Mar,314,119
111480,Feb,261,111
101821,Oct,313,129
106244,Aug,444,79
107554,Dec,89,445
109527,Sep,72,122
118043,Sep,721,75
105905,Jun,175,191
1063584,Feb,622,34
1169718,Jan,56,296
117268,Feb,415,74
104719,Jun,207,194
1161383,Mar,197,153
115285,Feb,648,55
117967,Sep,541,64
115090,Nov,591,56
111418,Mar,452,68
109836,Oct,341,118
112497,May,405,83
112169,Jul,539,79
106254,May,100,137
105778,Jan,178,166
109308,Feb,419,97
1152028,Mar,216,157
1070829,Jun,289,124
110308,Jan,166,164
1022085,Jun,439,70
110040,Aug,510,69
104424,Jan,127,238
1115804,Apr,344,99
117148,Oct,953,0
109267,Feb,219,141
112788,Mar,465,78
110385,Apr,179,307
1139408,Dec,19,385
103945,Jul,559,74
101187,Aug,610,64
101779,Jul,56,302
113571,Nov,497,87
112411,May,336,119
116431,Mar,197,23
109044,Jan,0,431
111333,Mar,442,88
1000687,Aug,514,77
108409,Sep,328,101
112926,Apr,592,77
116257,Jan,104,229
107942,Feb,545,62
100253,May,372,88
109883,Jun,474,75
113435,Jan,404,83
103846,Aug,259,154
1163466,Feb,156,280
105599,Aug,199,192
116738,Aug,233,124
100083,Mar,328,96
101071,May,499,61
103814,Aug,730,49
113146,Aug,560,60
111911,Jun,89,434
103524,Mar,164,228
102117,Dec,415,65
1032325,Jun,445,95
1012366,May,521,73
1196626,Feb,14,362
106836,Oct,231,159
101788,Jan,369,144
114432,Jan,341,103
103336,Oct,101,286
115565,Jan,526,72
105588,Apr,350,123
108460,Jan,75,159
115679,Sep,422,91
109832,Sep,288,140
105607,Oct,373,105
1158871,Mar,157,47
102023,Jan,104,267
111836,Feb,930,0
1076627,Dec,417,76
117943,Jul,288,115
104189,Jan,698,48
104295,Dec,595,61
115079,Apr,208,159
111652,Feb,509,62
101359,Oct,19,396
108950,Feb,592,48
107004,Apr,368,106
1188552,Aug,157,231
102709,Mar,332,138
1175101,Feb,116,354
1113432,Jul,93,320
1016414,Jul,63,465
112072,Feb,570,59
115693,Nov,628,30
109917,Oct,362,80
1152157,Feb,394,115
109159,Nov,109,263
100317,Jan,97,101
1171509,Nov,440,75
106736,Apr,63,283
1002307,Mar,224,157
104866,Jun,436,101
107181,Mar,542,45
115481,Jul,608,51
101305,Mar,83,333
109069,Jan,827,21
109523,Jan,485,66
100528,Sep,81,279
115268,Dec,68,428
105085,Jun,513,47
105842,Feb,564,81
114038,Sep,184,61
113272,Mar,282,138
101946,Sep,185,61
107690,Dec,193,226
111255,Oct,341,108
111325,Jan,476,75
1000770,Sep,474,112
116075,Mar,27,386
110030,Dec,421,127
106310,Oct,494,86
101976,Jul,310,119
106359,Aug,494,70
114336,Oct,194,106
118300,Feb,313,107
117768,Jun,295,129
102434,Mar,0,182
115462,May,214,166
114117,Aug,383,110
1071442,Mar,633,59
111784,Jul,381,94
114981,Aug,352,150
1065873,Jul,398,80
102628,May,128,330
112593,Aug,628,43
1092906,Feb,247,140
103189,Jan,432,86
118379,Dec,358,18
111229,Apr,486,62
105431,Nov,432,78
111309,Jan,359,95
103912,Apr,1236,0
113786,Mar,565,60
103028,Jan,440,64
1035308,Jun,357,96
109647,May,389,128
112363,Jun,427,78
104709,Feb,439,110
110773,Jan,79,302
117232,Aug,669,28
117852,Feb,95,253
111994,Jan,461,73
1166039,Feb,302,133
1168953,Feb,461,78
113579,Jun,6,405
116657,Sep,494,112
109725,Nov,351,25
109367,Jun,361,110
114322,May,98,258
104779,Jan,420,46
1037456,Jul,276,145
106397,Jun,343,99
107572,Sep,92,121
111255,Nov,379,106
110700,Jan,164,342
111942,May,388,72
1126628,Jun,80,121
105768,May,365,101
1186481,Dec,361,16
110730,Jan,654,68
100236,Mar,387,93
105920,Jan,391,97
103317,Mar,861,0
1084004,Nov,577,73
115223,Oct,633,52
1012619,Dec,100,303
114965,Feb,270,93
110609,May,169,175
106342,Sep,277,108
100999,Feb,94,280
104064,Nov,541,63
1123769,Jun,402,142
1160495,Jun,222,167
109778,Aug,122,341
1116743,Jul,409,91
107346,May,214,137
111497,Aug,494,38
101438,Jun,250,128
110108,Dec,333,119
102656,Dec,337,109
103666,Nov,344,85
106101,Jan,555,51
1148970,Apr,410,88
100327,Aug,185,288
105754,Feb,509,56
103886,Nov,64,432
105991,Jul,505,78
116186,Apr,246,136
109386,Nov,373,75
1165128,Jan,149,272
100207,Feb,457,77
102472,Aug,407,110
112944,Aug,407,91
100672,Mar,842,0
117342,Aug,192,25
110465,Feb,558,25
1181593,Sep,752,55
1148692,Mar,324,110
104058,Jun,401,13
101707,Feb,193,185
113828,Aug,433,12
102567,Nov,279,129
116790,Mar,552,66
103426,Mar,332,147
103315,Oct,79,254
115798,Jul,140,221
115666,Jun,472,87
106624,Jan,534,66
116392,Jun,905,0
112403,Feb,360,78
115721,Jul,319,140
102058,Sep,236,130
114387,Nov,445,72
103850,Dec,610,67
111055,Sep,157,210
114683,Apr,578,60
100247,May,215,148
114226,May,631,68
110250,Sep,330,113
107857,Oct,19,384
115084,Jun,140,247
1019263,Sep,366,103
109252,Jun,80,418
116558,Feb,25,341
105584,Sep,467,72
101701,Apr,236,158
1042323,Jul,205,148
109784,Mar,381,94
1019056,May,598,33
116123,Aug,363,94
1086326,Mar,473,89
104393,Oct,165,214
100277,Jun,83,420
115947,Apr,415,84
104993,Jun,105,140
113054,Dec,331,130
100485,Jul,348,103
113976,Apr,168,187
116071,Sep,383,100
104399,Oct,231,162
107379,Jan,551,81
1018432,Jul,70,306
1156588,Jun,229,144
117393,Sep,109,234
108282,Jan,105,285
1118500,Nov,563,64
118359,Jan,600,35
109082,Sep,447,61
104501,Jan,505,68
105077,Sep,716,41
1059839,Jul,279,125
1019157,Sep,285,134
106850,Jun,648,24
1080897,Sep,226,113
111140,May,347,105
114734,May,505,63
109011,Jan,381,24
114147,Jun,172,198
105269,Apr,180,184
100652,May,372,98
111493,Jan,329,143
1126783,Jun,572,57
109736,Sep,320,134
107317,Jul,116,64
118488,Apr,14,336
108986,Dec,35,318
102502,May,914,0
106807,Jun,612,70
101881,Nov,592,46
1141749,Jul,430,79
113662,Dec,12,420
117799,Jan,370,97
102900,Mar,347,107
115719,Jun,337,95
118436,Aug,437,65
100610,Oct,562,47
115635,Feb,453,84
116144,Aug,224,158
103346,Oct,344,100
116676,Feb,461,77
1095364,Jun,461,100
102661,Jun,97,232
103207,Mar,234,146
107754,Sep,624,25
112141,Jun,377,98
108604,Mar,391,111
109283,Jan,0,314
105353,Feb,95,261
106553,Feb,374,113
106565,Aug,354,113
116467,Jul,591,73
101732,May,343,128
114317,Feb,263,158
112259,Dec,89,172
112908,Aug,473,58
103255,Nov,375,112
103187,Aug,404,37
1168655,Apr,470,32
101093,Nov,195,169
114479,Aug,56,296
101158,May,508,73
116021,Jun,461,73
1066816,Oct,631,51
111023,Feb,385,141
1051136,Nov,683,43
108140,Mar,575,47
114551,Feb,399,78
107007,Nov,294,121
115461,Feb,511,70
107278,Feb,340,122
105341,Dec,525,60
107504,Dec,288,102
106131,Sep,560,66
107253,Jan,544,62
114526,Oct,1,264
117630,Dec,683,38
103259,Aug,408,58
105830,Sep,117,389
109515,Apr,406,107
1074476,Aug,645,39
1142719,Dec,216,139
105446,Aug,68,73
116683,May,345,106
100668,Aug,695,44
114650,Jul,660,43
110333,Aug,61,312
102548,Apr,304,132
1048406,Jun,125,193
1090286,Nov,349,108
1110351,May,315,122
110563,May,426,56
116326,Oct,0,382
1182068,May,290,118
113669,Mar,175,173
115303,Mar,514,71
111075,Sep,421,68
102061,Feb,100,225
102916,Dec,2,384
1042409,Mar,489,82
101175,Jun,121,222
106131,Jan,581,55
117361,Sep,472,81
106269,Mar,55,167
116925,Oct,505,75
1021200,Aug,341,82
118159,Nov,376,109
108727,Oct,413,90
1044575,Mar,226,143
111048,Oct,493,80
1049209,Jul,391,75
107465,Jan,219,161
101959,Aug,134,185
102220,May,505,52
102246,Feb,631,49
100494,Nov,327,117
109144,May,464,78
117578,Dec,416,103
105232,Apr,510,71
108812,Aug,638,28
106803,Feb,92,396
115180,Apr,540,51
117954,Jun,327,105
100869,Mar,284,94
113089,Feb,469,80
104987,Dec,34,346
100555,Sep,82,73
116736,Nov,613,58
114329,Sep,539,19
113381,Aug,86,316
1102208,Jul,617,83
1139561,May,489,68
112105,Nov,603,44
103008,Jan,465,75
1011675,Nov,271,131
1112613,Sep,372,99
1084202,Jul,356,80
106599,Jan,0,415
112802,Aug,719,32
1069745,Dec,492,45
107951,Jun,263,128
112420,Feb,508,59
108069,Aug,458,87
106468,Jan,195,180
1142910,Oct,405,83
108115,Nov,428,74
111444,Oct,385,95
101497,Feb,486,79
118256,Nov,463,86
114539,Jan,451,95
111399,Aug,182,240
114275,Apr,438,59
117211,Jul,758,54
100957,Jan,96,303
109767,Feb,83,294
1022469,Jan,141,211
1064225,Mar,354,125
1058440,Apr,244,120
113286,Aug,126,192
104507,Apr,390,43
116465,Nov,389,71
110824,Mar,460,104
106406,Nov,492,64
115411,Jun,14,321
117114,Jan,267,124
115903,Nov,563,46
101540,Aug,380,27
104632,Feb,59,291
1007317,Feb,37,329
108953,Feb,230,94
116766,Jun,258,138
107785,Mar,395,81
1102208,Mar,573,75
104560,Dec,319,89
105171,Aug,432,102
113125,Mar,176,199
100596,Nov,613,47
116537,Jan,346,90
110435,Jun,282,143
105653,Jul,167,38
1086747,Mar,548,61
105201,Aug,305,127
112885,Jun,474,60
109705,Sep,430,102
113082,Oct,18,385
1184872,May,427,76
102686,Jan,204,29
110799,Sep,349,104
113179,Mar,362,113
1177892,May,353,108
1152621,Jan,138,199
109343,Sep,308,158
103765,Jan,408,70
113866,May,369,142
1069723,Oct,414,91
115875,Feb,226,64
108116,Sep,284,141
115568,Oct,692,51
117424,Mar,395,70
1083744,Jun,253,182
116881,Dec,174,228
109815,Oct,335,24
1098754,Jun,406,110
1155527,Mar,895,0
1046984,Oct,68,100
1153121,Nov,357,29
100298,Dec,610,43
1071957,Mar,54,164
1009998,Jul,248,152
116942,Oct,326,89
115962,Dec,154,341
108018,May,634,69
105220,Aug,596,62
1067899,Mar,533,60
110234,Nov,190,147
103289,Apr,531,76
107469,Feb,351,100
103202,Jul,540,62
113266,Jun,280,133
109902,Mar,272,156
113517,Aug,199,165
114069,Aug,414,84
113619,Jan,309,143
118008,Jan,518,83
108741,Feb,348,35
112816,Aug,259,117
108739,Feb,7,417
110530,May,48,325
107612,Oct,194,206
101660,Jul,584,47
101467,Oct,430,73
106223,Feb,684,47
118472,Feb,95,53
1126939,Jul,122,232
1137657,Dec,532,76
103118,Nov,419,76
103853,May,487,90
111622,Apr,788,0
110468,Mar,511,82
118018,Jan,587,4
1099348,Mar,0,403
103676,Feb,209,140
108431,Jun,435,67
112272,Feb,166,57
1148898,Nov,332,124
102788,Dec,288,218
101410,Apr,740,56
111832,Dec,102,91
103634,May,332,94
115355,Aug,9,400
105339,Sep,341,42
111276,Jun,136,221
113611,May,398,83
101263,May,368,16
108747,Sep,407,76
111129,Oct,294,130
1061938,Aug,447,74
102679,Dec,224,108
100402,Jan,441,3
112290,Feb,360,102
1112913,Dec,487,72
103973,Oct,181,143
114094,May,265,157
102360,Jul,394,110
101018,Jun,335,81
113230,Feb,120,340
112255,Oct,396,83
105043,Dec,126,304
109833,Dec,140,157
116380,Nov,457,67
104003,Jan,409,2
109678,Jan,28,355
111858,Mar,482,64
116941,Mar,291,109
1023719,Apr,665,49
108063,Apr,163,217
107998,Dec,507,68
114505,Sep,428,90
107608,Oct,441,88
1159155,Jan,187,159
109457,Nov,93,390
114946,Aug,158,209
101374,May,353,79
104817,Apr,340,64
1079732,Jul,566,45
106695,Jul,494,67
1014280,Feb,495,81
1184591,Dec,566,57
104132,Jul,401,113
101028,Feb,345,106
101781,Jul,340,143
112569,Jan,163,194
115126,Nov,131,239
110791,May,244,123
118261,Oct,157,190
110437,Jul,84,304
1189606,Mar,372,98
109730,Feb,476,66
112451,Oct,130,354
112690,Sep,501,96
101228,Oct,195,148
1161713,Sep,399,75
105087,Apr,331,138
1020654,Aug,0,226
108365,Jan,142,364
108636,Nov,197,153
113948,May,11,357
109693,Jul,222,210
102192,Jun,364,78
102639,Jan,195,194
112943,Jul,364,92
106232,Jan,416,99
112938,Dec,376,97
115123,May,31,373
1191307,Jun,371,112
111710,Dec,475,72
118099,Apr,154,334
116650,Apr,104,283
1041278,Jan,435,67
105083,Dec,413,126
117074,Sep,386,93
1102687,Jan,197,153
110053,Apr,882,0
101834,Oct,286,113
114745,Jun,166,214
103991,Jan,100,273
113346,Mar,370,36
108618,Mar,152,203
107413,Mar,98,364
109343,Mar,292,193
101754,Apr,0,298
113954,May,363,93
114961,Mar,351,112
115873,Sep,200,67
101037,May,476,79
103584,Jan,405,88
107158,May,658,47
1078987,Jul,510,38
1128007,Jun,393,97
115487,Nov,434,9
115270,Jun,567,65
116293,Apr,233,123
117291,Nov,171,180
109780,Mar,394,99
108778,Mar,171,278
114504,Nov,326,95
107461,Jul,92,433
108037,Jul,449,92
109269,May,415,10
104896,Mar,682,54
108200,Apr,461,64
106101,May,547,80
113298,Nov,821,0
112809,Feb,503,84
105986,Nov,374,31
106513,Oct,409,101
109612,Jul,259,185
103423,Feb,92,72
114311,Oct,542,65
115273,Oct,136,237
100292,May,405,4
100262,Jun,146,365
116533,May,436,83
114727,Jun,436,77
107865,May,540,56
1017467,Jan,234,153
101899,May,509,86
1055795,May,493,89
1081025,Feb,619,53
112962,Nov,468,87
101565,Dec,334,26
1134302,Aug,438,97
102821,Nov,353,146
100684,Nov,250,137
101147,Jan,364,106
100133,Sep,204,109
112536,Oct,384,97
1032266,Oct,9,406
114345,Mar,511,56
113464,Jun,37,376
104030,Apr,390,98
103300,Nov,100,210
109158,Sep,75,325
103910,May,554,56
110390,May,113,273
103102,May,370,133
104422,Nov,338,104
101944,Jan,89,299
117771,Aug,494,65
118392,Nov,174,173
110876,Mar,59,324
101179,Jan,428,76
101705,Dec,338,123
100760,Feb,405,13
100501,Mar,409,83
1098239,Jul,494,68
108934,May,97,374
1111086,Dec,488,58
107356,Mar,517,77
108468,Mar,458,67
112888,May,475,90
112870,Mar,221,184
107227,Jan,354,27
103971,Aug,62,333
108702,Apr,76,441
1122254,Nov,260,152
114460,Feb,572,46
107526,Sep,347,79
1195509,Jul,389,116
1071927,May,28,345
104704,Jan,238,152
102006,Jan,562,86
104105,Dec,467,68
106399,Jan,152,216
1009286,Dec,707,66
116512,Oct,470,76
1185002,Nov,221,152
118379,Jan,363,22
102816,Sep,137,165
104163,Jan,499,70
104294,Sep,533,84
111442,Oct,359,90
1102027,Feb,861,0
110185,Nov,318,61
105060,Sep,0,416
116729,Aug,0,418
117306,Dec,519,67
102113,Sep,223,128
1125883,Jan,651,47
116835,Apr,517,76
101455,Sep,682,19
112858,Mar,185,197
112056,Jun,478,57
114701,May,234,185
112561,Nov,615,61
1113432,Sep,112,306
1086415,Oct,197,58
104937,Apr,279,143
102308,Jan,639,35
108064,Nov,238,144
109886,Oct,413,96
105641,Aug,250,135
105486,Feb,208,13
107923,Feb,510,63
110865,Jul,291,101
117043,Feb,350,119
111608,Jan,194,152
1135992,Nov,34,329
111322,May,223,128
115414,Apr,162,240
105344,Sep,870,0
109629,Apr,518,50
100550,Jun,81,312
117066,Oct,279,117
105934,Mar,484,70
104408,Nov,891,0
107214,Feb,491,76
102336,Feb,258,233
114710,Jul,63,316
115826,Mar,689,0
1078357,Aug,421,70
1199520,Jan,283,121
1194522,Jan,80,305
100120,Sep,292,134
1187036,Jul,446,93
1123632,Oct,447,78
116463,Sep,379,101
1051976,May,368,41
109371,Dec,538,62
101359,Feb,22,315
105873,Sep,758,48
102537,Aug,73,294
116670,Oct,317,129
1198943,Jan,422,73
111523,Nov,0,434
116913,Sep,302,92
101605,Dec,921,0
118165,Aug,88,447
111146,Oct,338,107
1099504,Aug,542,62
111164,Mar,460,52
101173,Mar,270,141
1146332,Nov,431,12
101100,Dec,357,99
108197,Dec,161,187
104168,Jan,386,94
116828,Jan,326,103
1015134,Jan,574,55
117577,Jun,94,355
1152965,Nov,86,473
108641,May,64,323
105414,Jun,479,68
110990,Mar,513,42
110867,Nov,149,201
115215,Dec,538,71
117645,Nov,526,68
106945,Nov,480,71
101182,Feb,479,76
103600,Jun,588,45
1062445,Apr,522,61
111849,Dec,603,26
104501,May,477,54
105063,Oct,435,89
109111,Feb,278,122
111765,Feb,447,99
110581,Mar,411,98
104835,Mar,384,107
113285,Sep,156,239
103612,Jan,156,73
1064739,Nov,379,99
112638,Jan,301,123
111700,Jun,618,67
101747,Jan,327,92
100374,Jun,124,160
1189606,Apr,328,117
105506,Dec,531,66
1025063,May,559,47
103447,Dec,483,76
107858,Mar,183,200
111906,Oct,690,16
114871,Jan,263,203
106962,Feb,91,84
105554,Aug,210,229
100432,Dec,515,64
112155,Dec,419,120
100765,Aug,376,120
1166238,Apr,389,79
112776,Apr,300,143
113432,Mar,175,152
110777,Jul,119,230
114420,Jul,393,84
117584,Jun,177,167
111589,Jul,513,53
118257,May,660,27
1193512,Jan,350,39
105208,Jun,237,141
113388,Dec,593,45
114700,Nov,584,44
103722,Apr,453,80
1021510,Sep,161,205
111156,Aug,472,81
109520,Nov,404,94
1138555,Jun,81,133
115181,Aug,10,345
107676,Feb,301,129
118400,Aug,265,132
111243,Jul,463,87
107152,Sep,635,40
1171023,Dec,402,107
104662,Jul,568,65
117256,Dec,287,147
105956,Jun,1205,1
107801,Jan,630,32
105783,Sep,468,86
1175689,May,164,188
108143,Jul,68,267
116075,Sep,28,353
110848,Oct,590,60
109613,Jun,663,50
113166,Sep,383,105
1048084,Jul,779,42
109861,Jan,528,27
101494,Aug,204,149
109908,Jun,69,334
1126892,May,416,12
115999,Sep,168,245
108067,Feb,88,272
105621,May,357,112
114560,Jan,238,168
1007317,Mar,41,351
1064731,Aug,417,74
110662,May,252,120
